Date,YMAG,YMAG Dividends,QQQ,VVIX,VIX
2024-01-31 14:30:00,19.59,0.0,419.0400085449219,86.97000122070312,13.789999961853027
2024-01-31 16:30:00,19.59,0.0,419.8550109863281,87.72000122070312,14.369999885559082
2024-01-31 19:30:00,19.55,0.0,418.3900146484375,86.73999786376953,13.90999984741211
2024-01-31 20:30:00,19.5,0.0,416.8900146484375,87.68000030517578,14.56999969482422
2024-02-01 14:30:00,19.65,0.0,420.30999755859375,84.5,14.25
2024-02-01 17:30:00,19.64,0.0,420.4400024414063,86.01000213623047,14.050000190734863
2024-02-01 20:30:00,19.71,0.0,422.0799865722656,85.95999908447266,14.149999618530272
2024-02-02 14:30:00,20.01,0.0,425.6600036621094,85.13999938964844,13.949999809265137
2024-02-05 14:30:00,20.18,0.0,426.739990234375,85.47000122070312,13.90999984741211
2024-02-05 18:30:00,20.14,0.0,428.8399963378906,80.5199966430664,13.850000381469728
2024-02-05 19:30:00,20.22,0.0,428.8699951171875,79.4000015258789,13.670000076293944
2024-02-06 14:30:00,20.28,0.0,426.7300109863281,79.61000061035156,13.460000038146973
2024-02-07 14:30:00,20.32,0.0,432.6099853515625,81.4000015258789,12.989999771118164
2024-02-07 15:30:00,20.36,0.0,431.6900024414063,81.66999816894531,13.029999732971191
2024-02-07 17:30:00,20.38,0.0,432.1830139160156,80.94000244140625,13.06999969482422
2024-02-07 18:30:00,20.43,0.0,431.9898986816406,80.48999786376953,13.0
2024-02-08 15:30:00,20.455,0.0,432.7699890136719,86.70999908447266,12.9399995803833
2024-02-09 17:30:00,20.615,0.0,437.0,81.97000122070312,12.75
2024-02-09 19:30:00,20.57,0.0,437.1650085449219,82.66999816894531,12.850000381469728
2024-02-12 14:30:00,20.64,0.0,437.0,84.19000244140625,13.539999961853027
2024-02-12 15:30:00,20.62,0.0,438.4750061035156,84.38999938964844,13.5
2024-02-12 19:30:00,20.51,0.0,435.56060791015625,84.88999938964844,13.90999984741211
2024-02-13 14:30:00,20.23,0.0,430.0650024414063,88.13999938964844,14.729999542236328
2024-02-13 15:30:00,20.35,0.0,430.3200073242188,85.79000091552734,14.890000343322754
2024-02-13 16:30:00,20.3,0.0,428.8299865722656,86.2699966430664,14.68000030517578
2024-02-13 19:30:00,20.15,0.0,425.9713134765625,100.23999786376952,16.489999771118164
2024-02-14 15:30:00,20.28,0.0,430.3699951171875,82.19999694824219,14.739999771118164
2024-02-15 14:30:00,19.98,0.43,432.2300109863281,83.80000305175781,14.329999923706056
2024-02-15 15:30:00,19.94,0.0,432.5750122070313,84.41999816894531,14.380000114440918
2024-02-15 18:30:00,20.02,0.0,434.3999938964844,84.77999877929688,14.390000343322754
2024-02-16 14:30:00,19.97,0.0,431.0299987792969,83.2300033569336,14.539999961853027
2024-02-20 14:30:00,19.7,0.0,424.8500061035156,88.83999633789062,15.550000190734863
2024-02-20 15:30:00,19.77,0.0,426.3999938964844,88.06999969482422,15.420000076293944
2024-02-20 16:30:00,19.75,0.0,423.989990234375,89.62000274658203,15.579999923706056
2024-02-20 20:30:00,19.75,0.0,427.3200073242188,86.18000030517578,15.3100004196167
2024-02-21 16:30:00,19.8,0.0,423.3700866699219,85.33000183105469,15.470000267028809
2024-02-21 19:30:00,19.7,0.0,422.760009765625,85.81999969482422,15.619999885559082
2024-02-27 15:30:00,20.575,0.0,436.6499938964844,78.12999725341797,13.449999809265137
2024-02-27 16:30:00,20.58,0.0,436.6199951171875,78.52999877929688,13.520000457763672
2024-02-27 17:30:00,20.54,0.0,435.7875061035156,78.8499984741211,13.619999885559082
2024-02-28 14:30:00,20.5,0.0,434.9299926757813,80.66999816894531,13.640000343322754
2024-02-28 17:30:00,20.56,0.0,435.7800903320313,80.12000274658203,13.600000381469728
2024-02-28 19:30:00,20.54,0.0,435.4849853515625,80.25,13.720000267028809
2024-03-01 14:30:00,20.83,0.0,441.8999938964844,76.58000183105469,13.279999732971191
2024-03-01 15:30:00,20.82,0.0,443.11029052734375,77.26000213623047,13.260000228881836
2024-03-01 16:30:00,20.91,0.0,443.989990234375,78.02999877929688,13.279999732971191
2024-03-01 17:30:00,20.95,0.0,445.2699890136719,77.80999755859375,13.31999969482422
2024-03-01 18:30:00,20.95,0.0,446.4700012207031,78.04000091552734,13.31999969482422
2024-03-04 15:30:00,20.75,0.0,445.0299987792969,79.93000030517578,13.460000038146973
2024-03-04 16:30:00,20.76,0.0,445.5150146484375,79.68000030517578,13.40999984741211
2024-03-05 14:30:00,20.5,0.0,436.7999877929688,82.69999694824219,14.109999656677246
2024-03-05 16:30:00,20.32,0.0,437.1000061035156,82.69000244140625,14.279999732971191
2024-03-05 20:30:00,20.33,0.0,436.0499877929688,84.04000091552734,14.529999732971191
2024-03-06 14:30:00,20.32,0.0,438.2000122070313,83.44000244140625,14.260000228881836
2024-03-07 14:30:00,20.44,0.0,443.75,82.4800033569336,14.359999656677246
2024-03-08 14:30:00,20.83,0.0,448.4699096679688,81.31999969482422,14.050000190734863
2024-03-08 15:30:00,20.68,0.0,442.8609924316406,83.73999786376953,14.109999656677246
2024-03-08 16:30:00,20.51,0.0,442.6199951171875,86.77999877929688,14.899999618530272
2024-03-08 18:30:00,20.39,0.0,440.8573913574219,89.88999938964844,15.479999542236328
2024-03-08 20:30:00,20.44,0.0,439.0,86.72000122070312,14.779999732971191
2024-03-11 13:30:00,20.32,0.0,436.3900146484375,91.93000030517578,15.869999885559082
2024-03-11 14:30:00,20.405,0.0,436.4200134277344,91.41999816894533,15.729999542236328
2024-03-11 15:30:00,20.41,0.0,437.4500122070313,90.61000061035156,15.510000228881836
2024-03-11 17:30:00,20.35,0.0,437.9150085449219,88.26000213623047,15.229999542236328
2024-03-11 18:30:00,20.315,0.0,437.0700073242188,88.66000366210938,15.170000076293944
2024-03-11 19:30:00,20.31,0.0,437.3500061035156,88.98999786376953,15.1899995803833
2024-03-12 19:30:00,20.77,0.0,443.6799926757813,83.91999816894531,13.859999656677246
2024-03-13 13:30:00,20.6,0.0,440.6000061035156,86.94999694824219,13.90999984741211
2024-03-13 14:30:00,20.59,0.0,440.0700073242188,87.19000244140625,13.949999809265137
2024-03-13 15:30:00,20.58,0.0,440.3500061035156,86.68000030517578,13.869999885559082
2024-03-13 18:30:00,20.64,0.0,439.8200073242188,86.98999786376953,13.710000038146973
2024-03-14 13:30:00,20.0,0.0,440.0549926757813,88.58000183105469,14.100000381469728
2024-03-14 14:30:00,19.95,0.59,439.2000122070313,90.02999877929688,14.329999923706056
