Dates,TLT,VIX,VVIX
2021-06-11 17:30:00,127.05311136,15.6,115.16
2021-06-11 18:30:00,126.92807666,15.6,115.55
2021-06-11 19:30:00,127.0977666,15.7,116.12
2021-06-14 13:30:00,126.42793789,16.55,116.73
2021-06-14 14:30:00,126.35648949,16.44,116.51
2021-06-14 15:30:00,126.11535115,16.71,117.49
2021-06-14 16:30:00,126.02604065,16.95,117.97
2021-06-14 17:30:00,125.99924751,16.99,118.07
2021-06-14 18:30:00,126.0349717,16.81,119.91
2021-06-14 19:30:00,126.11535115,16.37,119.8
2021-06-15 13:30:00,125.73131602,16.92,122.66
2021-06-15 14:30:00,125.68666077,17.11,122.68
2021-06-15 15:30:00,125.67772972,16.95,122.59
2021-06-15 16:30:00,125.52590188,17.09,121.85
2021-06-15 17:30:00,125.74024707,16.75,120.61
2021-06-15 18:30:00,125.82062651,17.05,120.86
2021-06-15 19:30:00,125.97245436,17.02,122.9
2021-06-16 13:30:00,126.23145479,16.61,121.02
2021-06-16 14:30:00,126.36542054,16.65,119.65
2021-06-16 15:30:00,126.29397214,16.54,121.17
2021-06-16 16:30:00,126.41454131,17.27,121.86
2021-06-16 17:30:00,125.88314386,17.68,121.82
2021-06-16 18:30:00,125.71345392,17.12,119.85
2021-06-16 19:30:00,125.88314386,18.1,121.57
2021-06-17 13:30:00,126.84769722,17.63,119.5
2021-06-17 14:30:00,127.60683643,17.33,118.62
2021-06-17 15:30:00,129.05366646,17.79,123.71
2021-06-17 16:30:00,128.40169984,17.27,120.64
2021-06-17 17:30:00,128.57138978,17.52,119.94
2021-06-17 18:30:00,127.91049212,17.37,119.93
2021-06-17 19:30:00,127.75866427,17.67,120.63
2021-06-18 13:30:00,129.58952944,19.65,124.4
2021-06-18 14:30:00,129.63418469,19.76,127.23
2021-06-18 15:30:00,129.73242623,19.09,122.59
2021-06-18 16:30:00,129.87532302,19.21,124.69
2021-06-18 17:30:00,129.86639197,19.4,125.99
2021-06-18 18:30:00,130.15218556,20.28,128.1
2021-06-18 19:30:00,130.14325451,20.87,128.83
2021-06-21 13:30:00,128.50887244,18.97,125.21
2021-06-21 14:30:00,128.83039022,18.58,122.28
2021-06-21 15:30:00,128.66963133,18.29,121.96
2021-06-21 16:30:00,128.18735465,18.39,121.43
2021-06-21 17:30:00,128.22307885,18.2,120.93
2021-06-21 18:30:00,127.78545742,18.01,120.65
2021-06-21 19:30:00,128.01766471,17.91,121.25
2021-06-22 13:30:00,127.62469853,17.58,119.06
2021-06-22 14:30:00,127.72294007,16.91,116.84
2021-06-22 15:30:00,127.83904372,16.9,116.47
2021-06-22 16:30:00,127.99980261,16.9,116.23
2021-06-22 17:30:00,127.94621631,17.19,115.84
2021-06-22 18:30:00,127.97300946,16.86,114.66
2021-06-22 19:30:00,128.25880305,16.64,114.01
2021-06-23 13:30:00,127.75866427,16.18,110.47
2021-06-23 14:30:00,127.60683643,16.55,111.42
2021-06-23 15:30:00,127.53538803,16.38,110.31
2021-06-23 16:30:00,127.83904372,16.39,109.93
2021-06-23 17:30:00,127.85690582,16.25,109.88
2021-06-23 18:30:00,127.81225057,16.19,109.87
2021-06-23 19:30:00,127.94621631,16.32,110.48
2021-06-24 13:30:00,128.25880305,15.56,107.22
2021-06-24 14:30:00,128.2141478,15.69,107.26
2021-06-24 15:30:00,128.27666515,15.77,107.27
2021-06-24 16:30:00,128.08911311,15.67,107.2
2021-06-24 17:30:00,128.38383774,15.7,106.56
2021-06-24 18:30:00,128.1962857,15.79,106.49
2021-06-24 19:30:00,128.10697521,15.98,107.87
2021-06-25 13:30:00,127.42821544,15.62,107.22
2021-06-25 14:30:00,127.05311136,15.55,105.28
2021-06-25 15:30:00,126.82983512,15.3,105.17
2021-06-25 16:30:00,126.47259313,15.38,105.41
2021-06-25 17:30:00,126.32076529,15.26,105.83
2021-06-25 18:30:00,126.57976573,15.43,104.96
2021-06-25 19:30:00,126.86555931,15.55,105.91
2021-06-28 13:30:00,127.90156107,15.81,107.23
2021-06-28 14:30:00,128.11590626,15.81,107.14
2021-06-28 15:30:00,128.1962857,15.97,106.99
2021-06-28 16:30:00,128.29452725,16.32,108.05
2021-06-28 17:30:00,128.12483731,16.12,107.16
2021-06-28 18:30:00,128.08018206,16.06,107.11
2021-06-28 19:30:00,128.10697521,15.76,106.32
2021-06-29 13:30:00,128.01766471,15.73,107.43
2021-06-29 14:30:00,128.10697521,15.98,107.16
2021-06-29 15:30:00,128.18735465,15.98,106.65
2021-06-29 16:30:00,128.13376836,16.02,107.19
2021-06-29 17:30:00,128.17395808,16.08,107.2
2021-06-29 18:30:00,128.18735465,16.2,107.75
2021-06-29 19:30:00,128.33025145,16.09,107.01
2021-06-30 13:30:00,129.12511486,16.64,107.8
2021-06-30 14:30:00,129.21442535,15.94,106.65
2021-06-30 15:30:00,129.16083906,16.0,106.59
2021-06-30 16:30:00,128.94649387,15.71,106.02
2021-06-30 17:30:00,129.06259751,15.71,106.29
2021-06-30 18:30:00,129.02687331,15.79,106.74
2021-06-30 19:30:00,128.89290757,15.82,106.73
2021-07-01 13:30:00,128.7475549,15.66,107.93
2021-07-01 14:30:00,128.36302028,15.58,107.53
2021-07-01 15:30:00,128.4345616,15.48,107.36
2021-07-01 16:30:00,128.45244694,15.38,106.88
2021-07-01 17:30:00,128.50610293,15.45,106.98
2021-07-01 18:30:00,128.78332556,15.39,107.28
2021-07-01 19:30:00,128.91746554,15.45,108.72
2021-07-02 13:30:00,129.40931214,14.54,104.76
2021-07-02 14:30:00,129.32882815,14.55,104.78
2021-07-02 15:30:00,129.37354148,14.58,104.84
2021-07-02 16:30:00,129.43614014,14.7,104.98
2021-07-02 17:30:00,129.57922279,14.85,105.88
2021-07-02 18:30:00,129.55239479,14.95,106.93
2021-07-02 19:30:00,129.68653477,15.16,106.11
2021-07-06 13:30:00,131.01899193,16.22,111.12
2021-07-06 14:30:00,131.08159059,17.06,115.8
2021-07-06 15:30:00,131.05476259,17.79,116.01
2021-07-06 16:30:00,130.69705597,17.12,114.46
2021-07-06 17:30:00,130.72388397,16.6,112.06
2021-07-06 18:30:00,130.84013862,16.39,111.36
2021-07-06 19:30:00,131.2067879,16.41,112.24
2021-07-07 13:30:00,132.69127037,16.54,114.08
2021-07-07 14:30:00,132.02951313,17.03,113.08
2021-07-07 15:30:00,132.38721975,16.44,112.81
2021-07-07 16:30:00,132.32462109,16.62,113.62
2021-07-07 17:30:00,132.33356375,16.27,112.11
2021-07-07 18:30:00,132.32462109,16.33,112.81
2021-07-07 19:30:00,132.37827708,16.25,112.7
2021-07-08 13:30:00,133.19205964,19.4,122.29
2021-07-08 14:30:00,132.81199636,19.07,119.31
2021-07-08 15:30:00,132.70021304,18.03,117.99
2021-07-08 16:30:00,132.72704103,18.23,118.18
2021-07-08 17:30:00,133.04897699,18.83,120.28
2021-07-08 18:30:00,132.90589434,19.08,120.17
2021-07-08 19:30:00,132.87012368,18.98,120.03
2021-07-09 13:30:00,131.28727189,16.76,112.41
2021-07-09 14:30:00,131.19784524,16.38,111.63
2021-07-09 15:30:00,131.21573057,16.26,110.06
2021-07-09 16:30:00,131.14418924,16.2,109.53
2021-07-09 17:30:00,131.18890257,16.14,109.92
2021-07-09 18:30:00,131.09947592,16.26,110.38
2021-07-09 19:30:00,131.02793459,16.26,112.62
2021-07-12 13:30:00,131.09947592,16.47,112.73
2021-07-12 14:30:00,131.01004926,16.34,111.97
2021-07-12 15:30:00,130.80883929,16.32,111.07
2021-07-12 16:30:00,130.87590928,16.25,111.11
2021-07-12 17:30:00,130.95639327,16.31,111.08
2021-07-12 18:30:00,130.72388397,16.26,111.48
2021-07-12 19:30:00,130.85802395,16.18,111.59
2021-07-13 13:30:00,131.51978119,16.22,111.13
2021-07-13 14:30:00,131.33198522,16.13,112.23
2021-07-13 15:30:00,131.21573057,16.04,112.07
2021-07-13 16:30:00,130.2230947,16.25,113.04
2021-07-13 17:30:00,129.9369294,16.85,113.67
2021-07-13 18:30:00,129.9637574,16.97,115.62
2021-07-13 19:30:00,129.83856008,17.08,116.4
2021-07-14 13:30:00,130.84013862,16.22,117.24
2021-07-14 14:30:00,130.9474506,16.43,119.56
2021-07-14 15:30:00,130.93850794,16.92,120.23
2021-07-14 16:30:00,130.92956527,16.74,119.7
2021-07-14 17:30:00,130.90273728,16.43,118.05
2021-07-14 18:30:00,131.14418924,16.11,118.24
2021-07-14 19:30:00,131.34092788,16.27,117.66
2021-07-15 13:30:00,131.60920785,16.86,120.61
2021-07-15 14:30:00,131.94008647,17.13,120.9
2021-07-15 15:30:00,132.2173091,17.34,121.73
2021-07-15 16:30:00,132.72704103,17.12,122.27
2021-07-15 17:30:00,132.7493977,17.56,122.42
2021-07-15 18:30:00,132.80752502,17.18,121.62
2021-07-15 19:30:00,132.78069703,17.03,121.03
2021-07-16 13:30:00,132.38721975,16.61,121.59
2021-07-16 14:30:00,132.15471044,17.21,123.72
2021-07-16 15:30:00,132.46770373,16.82,122.42
2021-07-16 16:30:00,132.52583106,16.97,122.07
2021-07-16 17:30:00,132.40510508,17.32,123.24
2021-07-16 18:30:00,132.63761438,17.89,125.4
2021-07-16 19:30:00,132.54818772,18.29,128.89
2021-07-19 13:30:00,135.85697395,23.5,146.32
2021-07-19 14:30:00,135.23098737,22.6,139.51
2021-07-19 15:30:00,135.19521671,23.0,141.41
2021-07-19 16:30:00,135.61552198,23.44,142.95
2021-07-19 17:30:00,135.31147136,24.51,140.74
2021-07-19 18:30:00,135.66023531,24.28,145.51
2021-07-19 19:30:00,135.43666867,22.54,139.54
2021-07-20 13:30:00,135.40984068,20.7,130.04
2021-07-20 14:30:00,134.39037681,20.24,130.46
2021-07-20 15:30:00,134.18469551,20.07,129.47
2021-07-20 16:30:00,134.10421152,20.18,131.12
2021-07-20 17:30:00,134.28306483,20.15,131.2
2021-07-20 18:30:00,134.03267019,19.71,130.08
2021-07-20 19:30:00,134.13998218,19.82,131.3
2021-07-21 13:30:00,132.65549971,18.55,125.64
2021-07-21 14:30:00,132.28885043,18.62,126.1
2021-07-21 15:30:00,132.17259577,18.49,124.46
2021-07-21 16:30:00,132.2441371,18.34,123.73
2021-07-21 17:30:00,132.36039175,18.2,123.13
2021-07-21 18:30:00,132.4498184,18.1,121.7
2021-07-21 19:30:00,132.44087574,17.93,122.53
2021-07-22 13:30:00,133.02214899,18.01,120.96
2021-07-22 14:30:00,133.60342225,17.66,119.89
2021-07-22 15:30:00,133.91641554,18.21,120.77
2021-07-22 16:30:00,133.42456894,17.91,119.13
2021-07-22 17:30:00,133.42456894,17.66,118.29
2021-07-22 18:30:00,133.57659425,17.69,118.34
2021-07-22 19:30:00,133.66602091,17.7,118.82
2021-07-23 13:30:00,132.82541035,17.08,116.61
2021-07-23 14:30:00,132.44087574,16.98,114.78
2021-07-23 15:30:00,132.82541035,17.39,115.88
2021-07-23 16:30:00,132.63761438,17.33,115.42
2021-07-23 17:30:00,132.79858236,17.2,114.64
2021-07-23 18:30:00,132.82541035,17.16,113.8
2021-07-23 19:30:00,132.80752502,17.3,114.92
2021-07-26 13:30:00,132.86118102,18.4,118.35
2021-07-26 14:30:00,132.7091557,18.29,116.67
2021-07-26 15:30:00,132.84329569,18.11,116.76
2021-07-26 16:30:00,132.87012368,18.18,117.63
2021-07-26 17:30:00,132.7628117,18.02,117.6
2021-07-26 18:30:00,132.72704103,17.88,116.83
2021-07-26 19:30:00,132.40510508,17.55,114.86
2021-07-27 13:30:00,133.2546583,19.02,121.46
2021-07-27 14:30:00,133.57659425,19.42,124.45
2021-07-27 15:30:00,133.54976626,20.11,126.58
2021-07-27 16:30:00,133.67943491,19.75,127.63
2021-07-27 17:30:00,133.59447959,19.89,123.43
2021-07-27 18:30:00,133.65707824,18.92,121.67
2021-07-27 19:30:00,133.80910356,19.34,121.11
2021-07-28 13:30:00,133.19205964,19.29,119.16
2021-07-28 14:30:00,133.04897699,18.55,117.77
2021-07-28 15:30:00,133.04897699,18.52,117.69
2021-07-28 16:30:00,133.00426366,18.88,119.03
2021-07-28 17:30:00,133.33514229,18.53,116.97
2021-07-28 18:30:00,133.28148629,17.79,115.29
2021-07-28 19:30:00,133.82698889,18.36,117.08
2021-07-29 13:30:00,133.18311697,17.55,112.83
2021-07-29 14:30:00,133.32619962,17.3,113.66
2021-07-29 15:30:00,133.19205964,17.54,113.49
2021-07-29 16:30:00,132.98637833,17.53,113.01
2021-07-29 17:30:00,133.04897699,17.56,113.46
2021-07-29 18:30:00,133.11157565,17.63,113.89
2021-07-29 19:30:00,133.03109166,17.57,114.04
2021-07-30 13:30:00,133.7196769,17.55,115.16
2021-07-30 14:30:00,133.80910356,18.17,115.73
2021-07-30 15:30:00,133.78227556,18.45,115.53
2021-07-30 16:30:00,133.69732024,18.08,115.32
2021-07-30 17:30:00,133.82698889,18.1,116.43
2021-07-30 18:30:00,133.73756223,17.94,115.54
2021-07-30 19:30:00,133.75544756,18.21,116.18
2021-08-02 13:30:00,134.51809676,18.4,117.09
2021-08-02 14:30:00,134.87623865,18.31,116.65
2021-08-02 15:30:00,135.12693798,19.67,119.7
2021-08-02 16:30:00,134.94786703,19.39,120.06
2021-08-02 17:30:00,134.76879608,19.28,120.02
2021-08-02 18:30:00,134.61658578,19.16,122.13
2021-08-02 19:30:00,134.91205284,19.58,122.85
2021-08-03 13:30:00,135.2433341,20.33,122.72
2021-08-03 14:30:00,135.0553096,19.6,122.05
2021-08-03 15:30:00,135.0732167,18.48,119.1
2021-08-03 16:30:00,134.85833156,18.07,117.98
2021-08-03 17:30:00,134.77774963,18.08,117.12
2021-08-03 18:30:00,134.91205284,17.83,116.69
2021-08-03 19:30:00,134.96577413,17.96,117.55
2021-08-04 13:30:00,134.30321162,18.14,116.59
2021-08-04 14:30:00,134.58972513,18.15,117.15
2021-08-04 15:30:00,134.84937801,18.23,117.05
2021-08-04 16:30:00,135.13589153,17.93,116.07
2021-08-04 17:30:00,135.18065927,17.78,115.9
2021-08-04 18:30:00,135.36868376,17.87,116.17
2021-08-04 19:30:00,135.2433341,18.07,116.21
2021-08-05 13:30:00,134.86728511,17.54,114.03
2021-08-05 14:30:00,134.41065419,17.37,112.98
2021-08-05 15:30:00,134.66135351,17.45,113.35
2021-08-05 16:30:00,134.66135351,17.56,112.86
2021-08-05 17:30:00,134.55391095,17.33,113.07
2021-08-05 18:30:00,134.61658578,17.38,113.4
2021-08-05 19:30:00,134.56286449,17.3,113.35
2021-08-06 13:30:00,132.72738727,16.9,111.68
2021-08-06 14:30:00,132.52145568,16.82,111.38
2021-08-06 15:30:00,132.45878084,16.81,111.25
2021-08-06 16:30:00,132.53040922,16.57,111.19
2021-08-06 17:30:00,132.66471244,16.44,111.66
2021-08-06 18:30:00,132.57517696,16.69,112.06
2021-08-06 19:30:00,132.32447763,16.22,112.0
2021-08-09 13:30:00,132.70948017,17.2,116.61
2021-08-09 14:30:00,132.31552408,17.21,116.68
2021-08-09 15:30:00,131.96633573,17.07,116.41
2021-08-09 16:30:00,131.86784671,16.94,115.85
2021-08-09 17:30:00,131.94842864,16.8,115.11
2021-08-09 18:30:00,132.03796411,16.72,114.82
2021-08-09 19:30:00,131.87680026,16.7,115.09
2021-08-10 13:30:00,131.51865836,16.42,113.05
2021-08-10 14:30:00,131.29481968,16.91,114.27
2021-08-10 15:30:00,131.43807644,16.64,113.97
2021-08-10 16:30:00,131.34854096,16.74,114.28
2021-08-10 17:30:00,131.47389063,16.87,114.61
2021-08-10 18:30:00,131.40226225,16.76,113.89
2021-08-10 19:30:00,131.24109839,16.82,114.15
2021-08-11 13:30:00,130.88295649,16.16,116.41
2021-08-11 14:30:00,130.64568749,16.38,118.28
2021-08-11 15:30:00,130.65911781,16.25,117.53
2021-08-11 16:30:00,131.38435515,16.09,117.66
2021-08-11 17:30:00,131.17842356,16.07,117.78
2021-08-11 18:30:00,131.15156292,15.95,117.64
2021-08-11 19:30:00,131.16947001,16.05,118.05
2021-08-12 13:30:00,130.89191004,16.4,115.37
2021-08-12 14:30:00,130.96353842,15.8,114.8
2021-08-12 15:30:00,130.68597845,15.56,115.07
2021-08-12 16:30:00,130.3367901,15.6,116.34
2021-08-12 17:30:00,130.82923521,15.69,115.77
2021-08-12 18:30:00,130.85609585,15.67,116.42
2021-08-12 19:30:00,130.98144552,15.58,117.72
2021-08-13 13:30:00,132.16331378,15.51,118.86
2021-08-13 14:30:00,132.44087375,15.31,118.39
2021-08-13 15:30:00,132.64680534,15.24,119.06
2021-08-13 16:30:00,132.47668794,15.43,118.6
2021-08-13 17:30:00,132.63785179,15.34,117.41
2021-08-13 18:30:00,132.83482984,15.42,118.21
2021-08-13 19:30:00,133.00494724,15.36,117.81
2021-08-16 13:30:00,133.96297681,17.18,122.65
2021-08-16 14:30:00,133.8286736,17.2,121.25
2021-08-16 15:30:00,133.57797427,16.71,119.92
2021-08-16 16:30:00,133.58692782,16.5,119.86
2021-08-16 17:30:00,133.4884388,16.34,118.72
2021-08-16 18:30:00,133.33622849,16.28,118.12
2021-08-16 19:30:00,133.30936785,16.14,117.69
2021-08-17 13:30:00,133.60483492,17.27,118.78
2021-08-17 14:30:00,133.18401819,17.34,119.35
2021-08-17 15:30:00,133.46157816,18.12,121.85
2021-08-17 16:30:00,133.79285941,19.06,125.45
2021-08-17 17:30:00,133.54216008,18.29,124.89
2021-08-17 18:30:00,133.38099623,17.88,121.51
2021-08-17 19:30:00,133.29146076,17.8,120.53
2021-08-18 13:30:00,133.05866852,17.94,117.76
2021-08-18 14:30:00,133.11238981,17.82,118.92
2021-08-18 15:30:00,133.18401819,17.93,120.6
2021-08-18 16:30:00,132.92436531,17.93,120.03
2021-08-18 17:30:00,133.57797427,17.56,119.88
2021-08-18 18:30:00,133.66750975,18.34,123.07
2021-08-18 19:30:00,133.74809168,21.38,128.41
2021-08-19 13:30:00,134.3569329,21.33,130.58
2021-08-19 14:30:00,134.61658578,21.88,131.45
2021-08-19 15:30:00,134.48228257,20.84,128.69
2021-08-19 16:30:00,134.29425807,21.16,129.6
2021-08-19 17:30:00,134.50018966,22.23,134.28
2021-08-19 18:30:00,134.51809676,21.34,127.36
2021-08-19 19:30:00,134.70164448,21.53,130.41
2021-08-20 13:30:00,134.56286449,19.56,122.79
2021-08-20 14:30:00,134.6971677,19.76,123.7
2021-08-20 15:30:00,134.66135351,19.3,120.25
2021-08-20 16:30:00,134.5449574,18.47,119.07
2021-08-20 17:30:00,134.62553932,18.78,120.6
2021-08-20 18:30:00,134.60763223,18.84,118.02
2021-08-20 19:30:00,134.75984254,18.57,120.51
2021-08-23 13:30:00,134.53600385,17.39,114.67
2021-08-23 14:30:00,134.47332902,17.19,113.8
2021-08-23 15:30:00,134.62553932,17.05,113.83
2021-08-23 16:30:00,134.59867868,17.0,112.92
2021-08-23 17:30:00,134.60763223,16.95,112.85
2021-08-23 18:30:00,134.7150748,16.99,112.66
2021-08-23 19:30:00,134.70612125,17.14,113.33
2021-08-24 13:30:00,134.10623357,17.13,111.63
2021-08-24 14:30:00,134.00774455,17.04,111.84
2021-08-24 15:30:00,133.80181296,17.3,112.64
2021-08-24 16:30:00,133.97193036,17.2,112.22
2021-08-24 17:30:00,133.85553424,17.07,111.8
2021-08-24 18:30:00,133.75256845,17.17,111.08
2021-08-24 19:30:00,133.68541684,17.18,111.09
2021-08-25 13:30:00,133.21087883,16.98,109.23
2021-08-25 14:30:00,132.59756083,16.76,109.11
2021-08-25 15:30:00,132.74529436,16.68,109.01
2021-08-25 16:30:00,132.33343118,16.83,109.24
2021-08-25 17:30:00,132.37819892,16.7,109.25
2021-08-25 18:30:00,132.38715246,16.63,108.39
2021-08-25 19:30:00,132.58413051,16.78,108.84
2021-08-26 13:30:00,132.33343118,17.58,114.38
2021-08-26 14:30:00,132.58413051,18.53,114.88
2021-08-26 15:30:00,132.53936277,17.71,112.92
2021-08-26 16:30:00,132.87064403,17.95,114.3
2021-08-26 17:30:00,132.84378338,18.56,116.28
2021-08-26 18:30:00,132.87064403,19.09,117.37
2021-08-26 19:30:00,132.99599369,18.83,116.6
2021-08-27 13:30:00,133.02285433,16.9,108.55
2021-08-27 14:30:00,133.17506464,16.5,108.77
2021-08-27 15:30:00,133.17506464,16.51,108.87
2021-08-27 16:30:00,133.3183214,16.43,109.01
2021-08-27 17:30:00,133.27355366,16.3,109.06
2021-08-27 18:30:00,133.53320654,16.21,108.23
2021-08-27 19:30:00,133.80181296,16.49,109.62
2021-08-30 13:30:00,133.63169556,16.46,110.12
2021-08-30 14:30:00,133.83762715,16.35,110.35
2021-08-30 15:30:00,133.81076651,16.34,109.29
2021-08-30 16:30:00,133.8465807,16.29,108.2
2021-08-30 17:30:00,133.8465807,16.1,107.26
2021-08-30 18:30:00,133.98088391,15.98,107.32
2021-08-30 19:30:00,134.15100131,16.18,107.9
2021-08-31 13:30:00,134.17786195,16.53,108.43
2021-08-31 14:30:00,133.40785687,16.33,107.86
2021-08-31 15:30:00,133.1302969,16.34,107.75
2021-08-31 16:30:00,133.1302969,16.66,108.69
2021-08-31 17:30:00,133.21983238,16.81,107.45
2021-08-31 18:30:00,133.35413559,16.72,107.15
2021-08-31 19:30:00,133.35413559,16.42,105.81
2021-09-01 13:30:00,133.48815036,16.39,105.74
2021-09-01 14:30:00,133.40746579,16.12,105.13
2021-09-01 15:30:00,133.35815854,15.86,103.43
2021-09-01 16:30:00,133.43436064,15.73,103.89
2021-09-01 17:30:00,133.47022046,15.77,104.15
2021-09-01 18:30:00,133.4612555,16.15,105.13
2021-09-01 19:30:00,133.4433256,16.13,105.2
2021-09-02 13:30:00,133.57779989,15.97,105.61
2021-09-02 14:30:00,133.64951952,16.01,104.98
2021-09-02 15:30:00,133.65848447,16.09,105.2
2021-09-02 16:30:00,133.76606391,16.11,105.08
2021-09-02 17:30:00,133.77502886,16.79,106.14
2021-09-02 18:30:00,133.89157325,16.7,106.39
2021-09-02 19:30:00,134.06190736,16.43,105.7
2021-09-03 13:30:00,132.89646346,16.34,106.01
2021-09-03 14:30:00,132.8516387,16.44,107.11
2021-09-03 15:30:00,132.86060365,16.51,106.68
2021-09-03 16:30:00,132.83370879,16.49,106.11
2021-09-03 17:30:00,132.87853356,16.39,106.36
2021-09-03 18:30:00,132.88749851,16.28,105.15
2021-09-03 19:30:00,132.86060365,16.4,105.48
2021-09-07 13:30:00,131.73101957,18.14,111.4
2021-09-07 14:30:00,131.59654528,17.98,111.63
2021-09-07 15:30:00,131.98203826,17.65,109.5
2021-09-07 16:30:00,131.91928359,17.41,108.85
2021-09-07 17:30:00,132.21512703,17.55,109.52
2021-09-07 18:30:00,131.73998453,17.57,110.44
2021-09-07 19:30:00,131.76687938,18.05,111.01
2021-09-08 13:30:00,132.31374152,18.19,118.21
2021-09-08 14:30:00,132.17926722,18.88,119.72
2021-09-08 15:30:00,132.32270647,18.71,118.83
2021-09-08 16:30:00,132.61854992,18.63,117.94
2021-09-08 17:30:00,132.73509431,18.42,117.85
2021-09-08 18:30:00,132.60062001,18.12,116.46
2021-09-08 19:30:00,132.60958497,17.97,115.06
2021-09-09 13:30:00,132.80681393,17.33,111.62
2021-09-09 14:30:00,133.10265738,17.35,112.47
2021-09-09 15:30:00,133.21920177,18.07,113.04
2021-09-09 16:30:00,133.97225783,17.88,114.84
2021-09-09 17:30:00,134.1874167,18.86,116.93
2021-09-09 18:30:00,134.02604754,18.5,116.32
2021-09-09 19:30:00,134.22327651,18.91,117.03
2021-09-10 13:30:00,133.50608027,18.13,115.28
2021-09-10 14:30:00,133.24609663,18.6,119.98
2021-09-10 15:30:00,132.97714804,18.26,116.76
2021-09-10 16:30:00,133.03990271,18.07,116.18
2021-09-10 17:30:00,133.12955224,18.36,117.22
2021-09-10 18:30:00,133.08472748,19.39,121.36
2021-09-10 19:30:00,133.08472748,20.94,124.98
2021-09-13 13:30:00,133.78399381,20.38,122.63
2021-09-13 14:30:00,133.748134,19.69,121.44
2021-09-13 15:30:00,133.91846811,20.4,122.01
2021-09-13 16:30:00,133.76606391,19.83,123.13
2021-09-13 17:30:00,133.85571344,20.57,125.44
2021-09-13 18:30:00,133.8826083,20.77,121.03
2021-09-13 19:30:00,133.93639801,19.4,118.01
2021-09-14 13:30:00,135.26321106,19.33,116.62
2021-09-14 14:30:00,135.14666667,19.47,116.49
2021-09-14 15:30:00,135.00322742,18.84,115.64
2021-09-14 16:30:00,135.13321924,19.97,117.77
2021-09-14 17:30:00,135.27217601,19.7,120.26
2021-09-14 18:30:00,135.37975545,19.79,122.44
2021-09-14 19:30:00,135.46044003,19.45,120.37
2021-09-15 13:30:00,135.43354517,19.55,118.8
2021-09-15 14:30:00,134.73427883,19.43,117.71
2021-09-15 15:30:00,134.45636529,19.27,115.36
2021-09-15 16:30:00,134.77013864,18.97,114.34
2021-09-15 17:30:00,134.63566435,18.63,114.29
2021-09-15 18:30:00,134.9315078,18.4,111.92
2021-09-15 19:30:00,134.99426247,18.13,112.48
2021-09-16 13:30:00,134.3577508,19.12,114.7
2021-09-16 14:30:00,134.55497977,19.35,115.48
2021-09-16 15:30:00,134.48326015,18.91,115.09
2021-09-16 16:30:00,134.63566435,18.71,113.4
2021-09-16 17:30:00,134.4922251,18.21,112.0
2021-09-16 18:30:00,134.39361062,17.72,111.28
2021-09-16 19:30:00,134.38464566,18.68,112.11
2021-09-17 13:30:00,133.43436064,19.64,116.24
2021-09-17 14:30:00,133.5957298,20.18,117.99
2021-09-17 15:30:00,133.60469475,19.84,116.69
2021-09-17 16:30:00,133.72123914,20.27,118.4
2021-09-17 17:30:00,133.76606391,20.58,120.13
2021-09-17 18:30:00,133.79295877,20.58,119.57
2021-09-17 19:30:00,133.748134,20.81,118.9
2021-09-20 13:30:00,134.96736761,25.51,135.6
2021-09-20 14:30:00,134.88668303,25.09,134.32
2021-09-20 15:30:00,135.36182554,26.73,139.77
2021-09-20 16:30:00,135.48733488,27.82,142.62
2021-09-20 17:30:00,135.41561526,27.23,142.78
2021-09-20 18:30:00,135.40665031,28.38,143.4
2021-09-20 19:30:00,135.43354517,25.76,138.93
2021-09-21 13:30:00,134.9494377,24.36,132.35
2021-09-21 14:30:00,135.25424611,24.44,132.91
2021-09-21 15:30:00,134.92254284,23.04,129.68
2021-09-21 16:30:00,135.12873676,23.55,132.6
2021-09-21 17:30:00,135.12873676,23.82,133.61
2021-09-21 18:30:00,135.10184191,23.43,127.19
2021-09-21 19:30:00,135.29010592,24.13,130.76
2021-09-22 13:30:00,135.2363162,22.02,122.65
2021-09-22 14:30:00,135.47836993,21.48,120.41
2021-09-22 15:30:00,135.36182554,21.51,118.79
2021-09-22 16:30:00,135.47836993,21.69,120.27
2021-09-22 17:30:00,135.5231947,21.22,117.17
2021-09-22 18:30:00,135.62180918,21.93,117.96
2021-09-22 19:30:00,136.00730216,20.91,117.62
2021-09-23 13:30:00,134.68945407,18.79,110.58
2021-09-23 14:30:00,133.25506158,18.69,110.12
2021-09-23 15:30:00,133.50608027,19.01,108.73
2021-09-23 16:30:00,133.54194008,18.69,108.72
2021-09-23 17:30:00,133.33574616,18.55,109.2
2021-09-23 18:30:00,133.32678121,18.57,108.71
2021-09-23 19:30:00,133.0040429,18.65,108.31
2021-09-24 13:30:00,132.20616208,18.62,108.03
2021-09-24 14:30:00,132.04479293,18.49,109.67
2021-09-24 15:30:00,132.03582797,18.18,107.02
2021-09-24 16:30:00,131.96410835,17.89,105.54
2021-09-24 17:30:00,131.71308967,18.05,105.51
2021-09-24 18:30:00,131.55172051,17.96,104.04
2021-09-24 19:30:00,131.73101957,17.88,103.07
2021-09-27 13:30:00,131.56068546,18.45,105.69
2021-09-27 14:30:00,131.48000089,18.31,107.15
2021-09-27 15:30:00,131.46207098,18.4,107.17
