Dates,TLT,VIX,VVIX
2019-01-02 14:30:00,103.92304941,26.34,87.02
2019-01-02 15:30:00,103.89742525,25.65,85.77
2019-01-02 16:30:00,104.02554605,25.35,85.66
2019-01-02 17:30:00,103.94013218,24.16,84.36
2019-01-02 18:30:00,104.05117021,24.28,83.92
2019-01-02 19:30:00,104.26470487,24.24,83.67
2019-01-02 20:30:00,104.33303596,23.16,81.66
2019-01-03 14:30:00,104.96509856,25.25,84.97
2019-01-03 15:30:00,105.33237818,25.84,84.58
2019-01-03 16:30:00,105.50320591,24.96,83.52
2019-01-03 17:30:00,105.58007839,24.89,83.52
2019-01-03 18:30:00,105.40925066,24.64,82.63
2019-01-03 19:30:00,105.43487482,25.28,83.67
2019-01-03 20:30:00,105.52883007,25.26,83.8
2019-01-04 14:30:00,104.15366684,22.86,81.02
2019-01-04 15:30:00,104.16220823,22.45,80.89
2019-01-04 16:30:00,104.27324625,22.32,81.05
2019-01-04 17:30:00,104.11095991,22.32,81.86
2019-01-04 18:30:00,104.35866012,22.58,82.11
2019-01-04 19:30:00,104.26470487,22.01,82.79
2019-01-04 20:30:00,104.33303596,21.39,84.44
2019-01-07 14:30:00,104.46969814,21.83,84.37
2019-01-07 15:30:00,104.31595319,21.42,83.64
2019-01-07 16:30:00,104.16220823,21.2,83.24
2019-01-07 17:30:00,104.13658407,21.07,82.93
2019-01-07 18:30:00,104.17074962,21.39,83.05
2019-01-07 19:30:00,103.88888386,21.22,82.68
2019-01-07 20:30:00,104.00846327,21.27,82.74
2019-01-08 14:30:00,103.9913805,20.92,84.09
2019-01-08 15:30:00,104.01700466,21.36,84.66
2019-01-08 16:30:00,104.00846327,21.01,83.7
2019-01-08 17:30:00,103.95721495,20.51,83.23
2019-01-08 18:30:00,103.97429773,20.51,83.13
2019-01-08 19:30:00,103.70097336,20.5,82.47
2019-01-08 20:30:00,103.74368029,20.42,82.41
2019-01-09 14:30:00,103.5472284,20.05,84.93
2019-01-09 15:30:00,103.32515235,20.2,85.54
2019-01-09 16:30:00,103.27390404,20.11,86.02
2019-01-09 17:30:00,103.44473176,19.97,85.77
2019-01-09 18:30:00,103.58139395,19.79,86.22
2019-01-09 19:30:00,103.26536265,19.57,86.1
2019-01-09 20:30:00,103.53014563,19.86,86.62
2019-01-10 14:30:00,103.42764899,20.91,88.37
2019-01-10 15:30:00,103.36785929,20.12,88.41
2019-01-10 16:30:00,103.53868702,20.29,87.34
2019-01-10 17:30:00,103.13724185,20.34,87.7
2019-01-10 18:30:00,103.01766244,19.87,87.56
2019-01-10 19:30:00,102.87245887,19.81,87.38
2019-01-10 20:30:00,102.88100026,19.48,86.35
2019-01-11 14:30:00,103.5472284,19.5,87.6
2019-01-11 15:30:00,103.38494206,19.42,86.31
2019-01-11 16:30:00,103.38494206,19.11,85.43
2019-01-11 17:30:00,103.41910761,18.71,85.95
2019-01-11 18:30:00,103.29952819,18.55,85.13
2019-01-11 19:30:00,103.17994878,18.52,84.4
2019-01-11 20:30:00,103.27390404,18.16,83.85
2019-01-14 14:30:00,103.09453492,19.33,84.49
2019-01-14 15:30:00,102.97495551,19.37,82.86
2019-01-14 16:30:00,102.88954164,19.34,81.98
2019-01-14 17:30:00,102.96641412,19.21,81.89
2019-01-14 18:30:00,102.92370719,18.9,82.32
2019-01-14 19:30:00,102.76996223,18.77,82.9
2019-01-14 20:30:00,102.88954164,19.05,83.01
2019-01-15 14:30:00,102.64184144,18.53,82.26
2019-01-15 15:30:00,102.62475866,18.36,81.54
2019-01-15 16:30:00,102.57351034,18.32,80.84
2019-01-15 17:30:00,102.5393448,18.1,80.43
2019-01-15 18:30:00,102.76142085,18.46,80.87
2019-01-15 19:30:00,102.50517925,18.33,80.68
2019-01-15 20:30:00,102.52226202,18.38,81.39
2019-01-16 14:30:00,102.46247232,18.55,81.27
2019-01-16 15:30:00,102.50517925,18.82,81.29
2019-01-16 16:30:00,102.76142085,18.66,81.46
2019-01-16 17:30:00,102.70163114,18.65,81.31
2019-01-16 18:30:00,102.53080341,18.28,81.08
2019-01-16 19:30:00,102.5991345,18.43,81.24
2019-01-16 20:30:00,102.63330005,18.93,83.34
2019-01-17 14:30:00,102.65892421,18.98,82.62
2019-01-17 15:30:00,102.66746559,18.77,82.24
2019-01-17 16:30:00,102.74433807,18.64,82.37
2019-01-17 17:30:00,102.76142085,18.39,82.29
2019-01-17 18:30:00,102.92370719,18.25,82.0
2019-01-17 19:30:00,102.58205173,18.17,81.86
2019-01-17 20:30:00,102.65038282,18.2,82.79
2019-01-18 14:30:00,102.34289291,17.91,81.03
2019-01-18 15:30:00,102.00977883,17.39,78.5
2019-01-18 16:30:00,102.00977883,17.27,79.5
2019-01-18 17:30:00,102.24039627,17.73,80.66
2019-01-18 18:30:00,102.27456182,17.6,81.7
2019-01-18 19:30:00,102.2233135,18.18,82.51
2019-01-18 20:30:00,102.14644102,17.88,82.49
2019-01-22 14:30:00,102.64184144,19.02,86.64
2019-01-22 15:30:00,102.63330005,19.04,88.41
2019-01-22 16:30:00,102.86391748,19.38,91.22
2019-01-22 17:30:00,102.98349689,20.4,92.79
2019-01-22 18:30:00,102.95787274,20.09,94.27
2019-01-22 19:30:00,102.84256402,21.12,94.78
2019-01-22 20:30:00,102.76142085,20.59,93.81
2019-01-23 14:30:00,102.60767589,19.96,91.75
2019-01-23 15:30:00,102.79558639,20.7,93.48
2019-01-23 16:30:00,102.88100026,21.92,93.75
2019-01-23 17:30:00,102.76996223,20.99,93.07
2019-01-23 18:30:00,102.71871391,20.22,90.75
2019-01-23 19:30:00,102.75287946,20.21,89.59
2019-01-23 20:30:00,102.76142085,19.53,88.45
2019-01-24 14:30:00,103.12015908,19.64,85.61
2019-01-24 15:30:00,103.32515235,19.11,85.7
2019-01-24 16:30:00,103.41056622,19.22,86.08
2019-01-24 17:30:00,103.4874387,19.98,87.71
2019-01-24 18:30:00,103.41910761,19.55,85.64
2019-01-24 19:30:00,103.36785929,18.89,84.45
2019-01-24 20:30:00,103.41056622,18.9,84.89
2019-01-25 14:30:00,102.88100026,17.88,83.56
2019-01-25 15:30:00,103.01766244,17.75,83.99
2019-01-25 16:30:00,102.8553761,17.64,83.5
2019-01-25 17:30:00,102.88100026,17.83,83.18
2019-01-25 18:30:00,103.01766244,17.79,83.16
2019-01-25 19:30:00,102.89808303,17.53,83.12
2019-01-25 20:30:00,102.97495551,17.45,83.38
2019-01-28 14:30:00,103.13724185,19.91,88.44
2019-01-28 15:30:00,103.16286601,20.0,87.58
2019-01-28 16:30:00,103.14578324,20.15,89.84
2019-01-28 17:30:00,103.26536265,19.76,88.37
2019-01-28 18:30:00,103.0432866,19.47,87.24
2019-01-28 19:30:00,102.88954164,19.33,86.27
2019-01-28 20:30:00,102.84683471,18.92,86.44
2019-01-29 14:30:00,102.9151658,19.04,85.93
2019-01-29 15:30:00,103.06036937,19.59,86.66
2019-01-29 16:30:00,103.00057967,19.11,86.05
2019-01-29 17:30:00,103.13724185,19.06,86.56
2019-01-29 18:30:00,103.24827988,18.86,87.31
2019-01-29 19:30:00,103.31661097,19.32,87.06
2019-01-29 20:30:00,103.3593179,19.31,86.84
2019-01-30 14:30:00,103.26536265,19.19,85.67
2019-01-30 15:30:00,103.25682126,18.81,85.28
2019-01-30 16:30:00,103.12015908,18.65,84.7
2019-01-30 17:30:00,103.14578324,18.7,84.58
2019-01-30 18:30:00,103.01766244,18.13,83.1
2019-01-30 19:30:00,103.05182799,17.81,82.14
2019-01-30 20:30:00,103.28244542,17.72,82.39
2019-01-31 14:30:00,104.03408743,17.2,80.37
2019-01-31 15:30:00,103.9913805,17.05,79.84
2019-01-31 16:30:00,104.05117021,16.95,80.53
2019-01-31 17:30:00,104.21345655,17.14,80.69
2019-01-31 18:30:00,104.3074118,16.82,79.86
2019-01-31 19:30:00,104.21345655,16.79,80.09
2019-01-31 20:30:00,104.10241852,16.61,79.24
2019-02-01 14:30:00,103.54138664,16.33,78.93
2019-02-01 15:30:00,103.57562934,16.54,79.12
2019-02-01 16:30:00,103.61843273,16.27,79.75
2019-02-01 17:30:00,103.49002257,16.3,80.05
2019-02-01 18:30:00,103.53282596,16.44,80.93
2019-02-01 19:30:00,103.54138664,16.6,80.57
2019-02-01 20:30:00,103.54138664,16.1,80.0
2019-02-04 14:30:00,102.94213926,16.47,79.89
2019-02-04 15:30:00,102.88221452,15.85,78.45
2019-02-04 16:30:00,102.91645722,15.83,77.94
2019-02-04 17:30:00,103.05342805,15.91,77.69
2019-02-04 18:30:00,103.07054941,15.72,77.45
2019-02-04 19:30:00,103.00206399,15.61,77.17
2019-02-04 20:30:00,103.07911009,15.74,77.36
2019-02-05 14:30:00,103.60131137,15.73,76.45
2019-02-05 15:30:00,103.75540356,15.16,78.08
2019-02-05 16:30:00,103.55850799,15.63,78.74
2019-02-05 17:30:00,103.54994731,15.93,79.23
2019-02-05 18:30:00,103.42153716,15.4,79.81
2019-02-05 19:30:00,103.49858325,15.53,79.89
2019-02-05 20:30:00,103.55850799,15.57,80.62
2019-02-06 14:30:00,103.89237439,15.51,86.08
2019-02-06 15:30:00,103.68691814,15.11,84.11
2019-02-06 16:30:00,103.78108559,15.3,85.06
2019-02-06 17:30:00,103.41297648,15.29,84.87
2019-02-06 18:30:00,103.49002257,15.41,84.86
2019-02-06 19:30:00,103.58419002,15.47,85.09
2019-02-06 20:30:00,103.59703104,15.35,84.99
2019-02-07 14:30:00,103.85813168,16.43,84.91
2019-02-07 15:30:00,103.96942048,16.71,86.17
2019-02-07 16:30:00,103.93517777,17.54,86.08
2019-02-07 17:30:00,104.08926995,16.94,85.34
2019-02-07 18:30:00,104.20911943,16.94,85.76
2019-02-07 19:30:00,104.33324925,17.0,85.5
2019-02-07 20:30:00,104.28616552,16.31,85.01
2019-02-08 14:30:00,104.53442515,17.24,87.28
2019-02-08 15:30:00,104.69707801,17.44,87.31
2019-02-08 16:30:00,104.69707801,17.09,86.58
2019-02-08 17:30:00,104.72276004,16.73,85.92
2019-02-08 18:30:00,104.69707801,16.33,83.67
2019-02-08 19:30:00,104.82548816,16.27,83.28
2019-02-08 20:30:00,104.7398814,15.69,82.7
2019-02-11 14:30:00,104.56866786,16.23,83.09
2019-02-11 15:30:00,104.50018244,16.42,83.28
2019-02-11 16:30:00,104.34609026,16.2,83.1
2019-02-11 17:30:00,104.32896891,16.08,82.86
2019-02-11 18:30:00,104.34609026,16.23,82.99
2019-02-11 19:30:00,104.406015,16.1,83.28
2019-02-11 20:30:00,104.33324925,16.0,82.77
2019-02-12 14:30:00,103.96942048,15.36,81.32
2019-02-12 15:30:00,103.79820694,15.37,80.83
2019-02-12 16:30:00,103.87097269,15.63,81.8
2019-02-12 17:30:00,103.97370082,15.32,80.95
2019-02-12 18:30:00,103.9608598,15.32,81.71
2019-02-12 19:30:00,103.99510251,15.36,81.89
2019-02-12 20:30:00,104.05502725,15.46,81.63
2019-02-13 14:30:00,103.74684288,15.85,83.01
2019-02-13 15:30:00,103.85813168,15.51,81.58
2019-02-13 16:30:00,103.79820694,15.7,82.8
2019-02-13 17:30:00,103.74684288,15.61,81.91
2019-02-13 18:30:00,103.65267543,15.42,81.04
2019-02-13 19:30:00,103.67835747,15.38,80.08
2019-02-13 20:30:00,103.68691814,15.67,80.27
2019-02-14 14:30:00,104.30328688,16.49,83.18
2019-02-14 15:30:00,104.1834374,16.41,83.97
2019-02-14 16:30:00,104.12351266,16.03,81.71
2019-02-14 17:30:00,104.17487672,15.92,81.43
2019-02-14 18:30:00,104.15775537,15.75,81.39
2019-02-14 19:30:00,104.14919469,15.81,81.43
2019-02-14 20:30:00,104.25192282,16.26,81.64
2019-02-15 14:30:00,104.30328688,15.56,80.09
2019-02-15 15:30:00,104.35465094,15.1,79.24
2019-02-15 16:30:00,104.33752958,14.81,80.08
2019-02-15 17:30:00,104.38889364,14.98,81.38
2019-02-15 18:30:00,104.34609026,15.02,82.12
2019-02-15 19:30:00,104.38461331,14.92,82.3
2019-02-15 20:30:00,104.41457568,14.99,80.45
2019-02-19 14:30:00,104.7398814,15.42,82.11
2019-02-19 15:30:00,104.75700275,15.22,81.89
2019-02-19 16:30:00,104.6285926,15.02,79.19
2019-02-19 17:30:00,104.49162177,15.02,79.05
2019-02-19 18:30:00,104.44025771,14.85,79.19
2019-02-19 19:30:00,104.46593974,14.67,78.15
2019-02-19 20:30:00,104.69707801,14.96,78.64
2019-02-20 14:30:00,104.1834374,14.72,78.23
2019-02-20 15:30:00,104.23480146,14.55,76.63
2019-02-20 16:30:00,104.36321161,14.37,76.1
2019-02-20 17:30:00,104.39745432,14.6,75.47
2019-02-20 18:30:00,104.35465094,14.4,76.02
2019-02-20 19:30:00,104.406015,14.26,75.35
2019-02-20 20:30:00,104.41457568,14.01,75.59
2019-02-21 14:30:00,103.65267543,14.91,78.72
2019-02-21 15:30:00,103.49858325,14.74,76.6
2019-02-21 16:30:00,103.45577987,14.39,75.33
2019-02-21 17:30:00,103.43009784,14.11,75.77
2019-02-21 18:30:00,103.49002257,14.27,76.39
2019-02-21 19:30:00,103.46434054,14.77,77.76
2019-02-21 20:30:00,103.4814619,14.39,76.64
2019-02-22 14:30:00,104.20911943,13.97,75.6
2019-02-22 15:30:00,104.14063402,13.93,74.75
2019-02-22 16:30:00,104.28616552,13.93,75.17
2019-02-22 17:30:00,104.08926995,13.99,75.11
2019-02-22 18:30:00,104.20055875,13.86,75.15
2019-02-22 19:30:00,104.01222386,13.99,74.93
2019-02-22 20:30:00,104.0721486,13.57,74.98
2019-02-25 14:30:00,103.7040395,13.82,76.07
2019-02-25 15:30:00,103.61415239,13.69,75.63
2019-02-25 16:30:00,103.60131137,13.82,76.8
2019-02-25 17:30:00,103.68691814,14.19,77.84
2019-02-25 18:30:00,103.84101033,14.15,77.82
2019-02-25 19:30:00,103.75540356,14.3,78.16
2019-02-25 20:30:00,103.77252491,14.89,79.35
2019-02-26 14:30:00,103.91805642,14.8,79.62
2019-02-26 15:30:00,104.12351266,14.86,78.97
2019-02-26 16:30:00,103.95229912,14.73,79.15
2019-02-26 17:30:00,104.22624078,14.89,79.22
2019-02-26 18:30:00,104.26904417,14.81,79.3
2019-02-26 19:30:00,104.20055875,14.59,79.12
2019-02-26 20:30:00,104.26904417,15.1,80.53
2019-02-27 14:30:00,103.36161242,15.39,85.16
2019-02-27 15:30:00,103.26744498,15.74,82.8
2019-02-27 16:30:00,103.32736971,15.21,82.0
2019-02-27 17:30:00,103.31024836,14.96,81.41
2019-02-27 18:30:00,103.19895956,15.16,80.79
2019-02-27 19:30:00,103.07054941,14.93,81.11
2019-02-27 20:30:00,103.12191347,14.76,80.37
2019-02-28 14:30:00,102.86509316,14.94,80.36
2019-02-28 15:30:00,102.63395489,15.06,79.92
2019-02-28 16:30:00,102.74524369,14.65,78.77
2019-02-28 17:30:00,102.77948639,14.53,78.76
2019-02-28 18:30:00,102.59971218,14.76,78.82
2019-02-28 19:30:00,102.56546947,14.79,79.2
2019-02-28 20:30:00,102.76236504,14.95,80.0
2019-03-01 14:30:00,102.4306524,14.11,78.7
2019-03-01 15:30:00,102.15613138,14.4,79.83
2019-03-01 16:30:00,102.19044651,14.52,78.66
2019-03-01 17:30:00,102.1475526,14.09,78.82
2019-03-01 18:30:00,101.96739819,13.86,78.03
2019-03-01 19:30:00,101.90734672,13.63,78.66
2019-03-01 20:30:00,101.81298012,13.57,79.27
2019-03-04 14:30:00,102.21618286,13.59,78.49
2019-03-04 15:30:00,102.57649168,14.29,82.21
2019-03-04 16:30:00,102.57649168,15.75,89.38
2019-03-04 17:30:00,102.46496752,16.97,86.34
2019-03-04 18:30:00,102.52930838,15.47,84.14
2019-03-04 19:30:00,102.69659463,15.19,83.88
2019-03-04 20:30:00,102.58507046,14.61,82.34
2019-03-05 14:30:00,102.4306524,14.98,84.35
2019-03-05 15:30:00,102.4735463,14.95,82.73
2019-03-05 16:30:00,102.54217656,14.82,82.47
2019-03-05 17:30:00,102.54217656,14.42,82.42
2019-03-05 18:30:00,102.59364925,14.64,81.53
2019-03-05 19:30:00,102.80811879,14.46,82.2
2019-03-05 20:30:00,102.82527635,14.75,82.46
2019-03-06 14:30:00,103.01400954,14.97,84.15
2019-03-06 15:30:00,103.1770064,15.03,84.7
2019-03-06 16:30:00,103.31855629,15.26,86.32
2019-03-06 17:30:00,103.27137299,16.09,87.26
2019-03-06 18:30:00,103.06548223,15.28,85.13
2019-03-06 19:30:00,103.19845335,15.47,86.24
2019-03-06 20:30:00,103.18558518,15.69,86.1
2019-03-07 14:30:00,103.75178476,17.01,90.81
2019-03-07 15:30:00,103.70031207,16.91,89.4
2019-03-07 16:30:00,103.83757258,16.49,88.38
2019-03-07 17:30:00,103.77752111,16.03,87.78
2019-03-07 18:30:00,103.91478161,16.76,89.42
2019-03-07 19:30:00,103.94051796,17.36,90.37
2019-03-07 20:30:00,103.85473014,16.63,88.7
2019-03-08 14:30:00,103.82041502,17.99,92.8
2019-03-08 15:30:00,103.87188771,17.7,91.07
2019-03-08 16:30:00,104.10351481,17.56,91.49
2019-03-08 17:30:00,104.28366922,17.74,91.87
2019-03-08 18:30:00,104.31798435,17.14,90.33
2019-03-08 19:30:00,104.3866146,16.6,89.52
2019-03-08 20:30:00,104.292248,16.09,87.24
2019-03-11 13:30:00,104.02630577,15.35,83.62
2019-03-11 14:30:00,103.9662543,14.77,83.22
2019-03-11 15:30:00,103.87188771,14.54,82.34
2019-03-11 16:30:00,103.87188771,14.52,82.61
2019-03-11 17:30:00,103.9662543,14.5,82.25
2019-03-11 18:30:00,103.92336039,14.53,81.93
2019-03-11 19:30:00,103.97483308,14.37,81.23
2019-03-12 13:30:00,104.13782994,14.06,82.38
2019-03-12 14:30:00,104.32656313,13.7,82.52
2019-03-12 15:30:00,104.27509044,13.83,81.9
2019-03-12 16:30:00,104.61824171,13.78,82.01
2019-03-12 17:30:00,104.84129003,13.69,82.93
2019-03-12 18:30:00,104.61824171,13.82,83.06
2019-03-12 19:30:00,104.69116135,13.77,83.06
2019-03-13 13:30:00,104.48527059,13.42,81.58
2019-03-13 14:30:00,104.48955998,13.36,81.27
2019-03-13 15:30:00,104.54103267,13.53,82.19
2019-03-13 16:30:00,104.43808729,13.52,82.95
2019-03-13 17:30:00,104.4809812,13.54,83.16
2019-03-13 18:30:00,104.43808729,13.75,83.72
2019-03-13 19:30:00,104.49813876,13.46,82.76
2019-03-14 13:30:00,104.30082679,13.82,83.29
2019-03-14 14:30:00,104.10351481,13.4,82.48
2019-03-14 15:30:00,103.88904527,13.28,82.43
2019-03-14 16:30:00,103.91478161,13.38,82.59
2019-03-14 17:30:00,103.83757258,13.6,82.88
2019-03-14 18:30:00,103.80754684,13.28,82.68
2019-03-14 19:30:00,103.78609989,13.47,82.56
2019-03-15 13:30:00,104.51529633,12.99,81.93
2019-03-15 14:30:00,104.28366922,12.82,80.57
2019-03-15 15:30:00,104.20646019,12.51,81.25
2019-03-15 16:30:00,104.30511618,12.71,82.57
2019-03-15 17:30:00,104.17214506,12.83,82.32
2019-03-15 18:30:00,104.3866146,12.87,83.12
2019-03-15 19:30:00,104.3866146,12.94,82.94
2019-03-18 13:30:00,104.37803582,13.23,84.08
2019-03-18 14:30:00,104.45095546,13.27,85.64
2019-03-18 15:30:00,104.48955998,13.79,85.32
2019-03-18 16:30:00,104.48955998,13.16,85.1
2019-03-18 17:30:00,104.4809812,13.18,85.4
2019-03-18 18:30:00,104.40377216,13.13,84.83
2019-03-18 19:30:00,104.37803582,13.11,85.52
2019-03-19 13:30:00,103.93193918,12.85,85.82
2019-03-19 14:30:00,104.18072384,12.91,85.0
2019-03-19 15:30:00,104.27509044,12.97,85.6
2019-03-19 16:30:00,104.16356628,13.45,86.0
2019-03-19 17:30:00,104.20646019,13.22,86.74
2019-03-19 18:30:00,104.26651166,13.22,86.8
2019-03-19 19:30:00,104.18072384,13.64,87.36
2019-03-20 13:30:00,104.59250536,14.07,88.73
2019-03-20 14:30:00,104.50671754,13.82,86.94
2019-03-20 15:30:00,104.63539927,13.97,87.73
2019-03-20 16:30:00,104.60966292,13.95,88.24
2019-03-20 17:30:00,105.1329686,13.49,86.06
2019-03-20 18:30:00,105.08149591,13.33,85.43
2019-03-20 19:30:00,105.23591398,13.86,86.63
2019-03-21 13:30:00,105.42464718,13.74,84.67
2019-03-21 14:30:00,105.36459571,13.88,84.68
2019-03-21 15:30:00,105.57048646,13.45,83.86
2019-03-21 16:30:00,105.51043499,13.35,82.94
2019-03-21 17:30:00,105.37317449,13.44,82.77
2019-03-21 18:30:00,105.42464718,13.43,83.09
2019-03-21 19:30:00,105.47183048,13.65,83.89
2019-03-22 13:30:00,106.90877639,15.04,89.43
2019-03-22 14:30:00,107.277664,15.8,94.48
2019-03-22 15:30:00,107.22619131,16.86,101.9
2019-03-22 16:30:00,106.99456421,16.27,98.86
2019-03-22 17:30:00,106.6256766,16.12,94.77
2019-03-22 18:30:00,107.10608837,15.75,96.22
2019-03-22 19:30:00,107.11466715,16.37,98.5
2019-03-25 13:30:00,107.11466715,17.54,100.98
2019-03-25 14:30:00,106.8573037,16.75,96.77
2019-03-25 15:30:00,107.16613984,16.72,97.51
2019-03-25 16:30:00,107.5607638,16.89,97.97
2019-03-25 17:30:00,107.72376065,17.4,100.77
2019-03-25 18:30:00,107.16185045,16.83,98.11
2019-03-25 19:30:00,107.30340035,16.43,97.2
2019-03-26 13:30:00,107.26050644,15.19,90.87
2019-03-26 14:30:00,107.11466715,14.79,89.83
2019-03-26 15:30:00,107.11466715,15.05,91.33
2019-03-26 16:30:00,107.26479583,15.38,91.15
2019-03-26 17:30:00,107.32913669,15.56,92.13
2019-03-26 18:30:00,107.41492451,15.06,91.67
2019-03-26 19:30:00,107.20903375,14.75,89.85
2019-03-27 13:30:00,107.76665456,15.15,89.68
2019-03-27 14:30:00,108.23419815,15.6,94.92
2019-03-27 15:30:00,107.88246811,16.08,94.52
2019-03-27 16:30:00,107.95538775,15.94,93.05
2019-03-27 17:30:00,108.23848754,15.49,92.57
2019-03-27 18:30:00,108.08406947,15.6,91.96
2019-03-27 19:30:00,108.16127851,15.19,91.34
2019-03-28 13:30:00,108.33714353,14.57,87.24
2019-03-28 14:30:00,108.41864196,15.18,89.57
2019-03-28 15:30:00,108.24706633,15.35,89.52
2019-03-28 16:30:00,108.49585099,14.86,88.47
2019-03-28 17:30:00,108.5387449,14.85,88.78
2019-03-28 18:30:00,108.4443783,14.76,88.48
2019-03-28 19:30:00,108.55590246,14.43,87.95
2019-03-29 13:30:00,107.92107262,13.73,85.9
2019-03-29 14:30:00,108.18701485,13.96,86.66
2019-03-29 15:30:00,108.04117557,14.04,86.53
2019-03-29 16:30:00,108.31569658,14.15,87.21
2019-03-29 17:30:00,108.32427536,14.02,86.09
2019-03-29 18:30:00,108.44008891,13.86,86.04
2019-03-29 19:30:00,108.45295708,13.72,85.82
2019-04-01 13:30:00,107.17890333,13.92,86.63
2019-04-01 14:30:00,107.15311023,13.59,85.92
2019-04-01 15:30:00,107.05853556,13.8,85.19
2019-04-01 16:30:00,106.82639771,13.67,84.63
2019-04-01 17:30:00,106.8607885,13.62,85.47
2019-04-01 18:30:00,106.98975397,13.77,85.46
2019-04-01 19:30:00,106.93386894,13.44,84.93
2019-04-02 13:30:00,107.01554707,13.46,83.35
2019-04-02 14:30:00,107.17890333,13.64,84.07
2019-04-02 15:30:00,107.17030563,13.33,83.88
2019-04-02 16:30:00,106.89517929,13.36,83.27
2019-04-02 17:30:00,107.02414476,13.27,82.39
2019-04-02 18:30:00,107.10152405,13.22,82.22
2019-04-02 19:30:00,107.12731714,13.34,83.28
2019-04-03 13:30:00,106.31913353,13.39,82.69
2019-04-03 14:30:00,106.32773123,13.37,82.72
2019-04-03 15:30:00,106.17297266,13.31,82.84
2019-04-03 16:30:00,106.20736345,13.56,83.12
2019-04-03 17:30:00,106.18157036,13.98,84.14
2019-04-03 18:30:00,106.15147842,13.93,84.89
2019-04-03 19:30:00,106.19016806,13.77,84.23
2019-04-04 13:30:00,106.33632892,13.58,82.31
2019-04-04 14:30:00,106.4395013,13.49,81.67
2019-04-04 15:30:00,106.36212202,13.74,83.57
2019-04-04 16:30:00,106.50828288,13.77,83.7
2019-04-04 17:30:00,106.49108749,13.63,82.31
2019-04-04 18:30:00,106.37931741,13.57,82.4
2019-04-04 19:30:00,106.49968519,13.55,82.15
2019-04-05 13:30:00,106.72322533,13.01,79.72
2019-04-05 14:30:00,106.57706447,13.06,79.55
2019-04-05 15:30:00,106.60285756,12.95,78.79
2019-04-05 16:30:00,106.60285756,12.89,78.65
2019-04-05 17:30:00,106.65444375,12.91,78.76
2019-04-05 18:30:00,106.62005296,12.96,78.52
2019-04-05 19:30:00,106.62435181,12.78,79.1
2019-04-08 13:30:00,106.29334043,13.66,81.42
2019-04-08 14:30:00,106.4309036,13.35,80.48
2019-04-08 15:30:00,106.29334043,13.53,81.22
2019-04-08 16:30:00,106.28474274,13.39,80.77
2019-04-08 17:30:00,106.32773123,13.19,80.31
2019-04-08 18:30:00,106.25894964,13.12,80.9
2019-04-08 19:30:00,106.26754734,13.16,81.86
2019-04-09 13:30:00,106.74042073,13.81,85.25
2019-04-09 14:30:00,106.72322533,13.86,85.47
2019-04-09 15:30:00,106.66304145,13.62,84.4
2019-04-09 16:30:00,106.62005296,13.8,84.92
2019-04-09 17:30:00,106.63724835,14.04,85.36
2019-04-09 18:30:00,106.448099,14.28,87.8
2019-04-09 19:30:00,106.58136332,14.25,88.14
2019-04-10 13:30:00,106.92097239,14.17,92.17
2019-04-10 14:30:00,106.89517929,14.02,90.71
2019-04-10 15:30:00,106.8865816,13.83,90.65
2019-04-10 16:30:00,106.95106433,13.89,90.48
2019-04-10 17:30:00,106.71462764,13.82,90.56
2019-04-10 18:30:00,106.8521908,13.42,89.64
2019-04-10 19:30:00,106.81780001,13.3,89.49
2019-04-11 13:30:00,106.50828288,13.14,87.8
2019-04-11 14:30:00,106.4566967,12.95,88.19
2019-04-11 15:30:00,106.51688058,13.27,89.47
2019-04-11 16:30:00,106.19016806,13.12,89.12
2019-04-11 17:30:00,106.30193813,13.27,88.94
2019-04-11 18:30:00,106.18586921,13.23,87.52
2019-04-11 19:30:00,106.22455885,13.09,88.06
2019-04-12 13:30:00,105.69150157,12.19,84.69
2019-04-12 14:30:00,105.68290388,12.56,85.38
2019-04-12 15:30:00,105.5883292,12.35,85.23
2019-04-12 16:30:00,105.75168546,12.28,84.94
2019-04-12 17:30:00,105.55393841,12.23,85.33
2019-04-12 18:30:00,105.50665107,12.22,85.15
2019-04-12 19:30:00,105.49375452,11.97,84.98
2019-04-15 13:30:00,105.66570848,12.64,85.82
2019-04-15 14:30:00,105.5969269,12.93,86.49
2019-04-15 15:30:00,105.60552459,12.96,86.62
2019-04-15 16:30:00,105.5797315,12.61,85.07
2019-04-15 17:30:00,105.65711078,12.46,84.02
2019-04-15 18:30:00,105.70869697,12.27,83.76
2019-04-15 19:30:00,105.73449006,12.29,84.17
2019-04-16 13:30:00,105.27021437,12.04,81.63
2019-04-16 14:30:00,105.19283509,12.14,81.98
2019-04-16 15:30:00,105.12405351,12.2,82.79
2019-04-16 16:30:00,105.1584443,12.15,82.3
2019-04-16 17:30:00,105.07246732,12.32,82.71
2019-04-16 18:30:00,105.12405351,12.09,82.65
2019-04-16 19:30:00,105.08966271,12.21,83.58
2019-04-17 13:30:00,105.11545581,12.7,83.78
2019-04-17 14:30:00,105.27881207,12.41,85.14
2019-04-17 15:30:00,105.29600747,12.98,85.39
2019-04-17 16:30:00,105.22722588,12.6,84.32
2019-04-17 17:30:00,105.22722588,12.67,85.78
2019-04-17 18:30:00,105.15414545,12.5,83.91
2019-04-17 19:30:00,105.11115696,12.54,85.55
